Código Tarifa;Código Propio;Descripción;Valor
882298;882298;ECOGRAFIA DOPPLER OBSTETRICA CON EVALUACION DE CIRCULACION PLACENTARIA;154000
882301;882301;FOTOPLETISMOGRAFIA DE VASOS ARTERIALES EN MIEMBROS SUPERIORES;154000
882307;882307;ECOGRAFIA DOPPLER DE VASOS ARTERIALES DE MIEMBROS SUPERIORES;341900
882308;882308;ECOGRAFIA DOPPLER DE VASOS ARTERIALES DE MIEMBROS INFERIORES;341900
882309;882309;ECOGRAFIA DOPPLER DE VASOS VENOSOS DE MIEMBROS SUPERIORES;341900
882316;882316;ECOGRAFIA DOPPLER DE VASOS VENOSOS DE MIEMBRO SUPERIOR;341900
882317;882317;ECOGRAFIA DOPPLER DE VASOS VENOSOS DE MIEMBROS INFERIORES;341900
882318;882318;ECOGRAFIA DOPPLER DE VASOS VENOSOS DE MIEMBRO INFERIOR;341900
882325;882325;PLETISMOGRAFIA DE VASOS ARTERIALES EN MIEMBROS INFERIORES;154000
882326;882326;PLETISMOGRAFIA DE VASOS VENOSOS EN MIEMBROS INFERIORES;154000
882350;882350;PLETISMOGRAFIA VENOSA CUANTITATIVA DE AIRE EN MIEMBROS INFERIORES;154000
890201;890201;CONSULTA DE PRIMERA VEZ POR MEDICINA GENERAL;51700
890202;890202-1;CONSULTA DE PRIMERA VEZ POR OTRAS ESPECIALIDADES MEDICAS;40100
890202;890202-2;CONSULTA DE PRIMERA VEZ POR OTRAS ;139200
890202;890202-3;CONSULTA DE PRIMERA VEZ POR OTRAS ;174000
890202;890202-4;CONSULTA DE CONTROL Y SEGUIMIENTO POR OFTALMOLOGIA - CONSULTAS;139200
890203;890203;CONSULTA DE PRIMERA VEZ POR ODONTOLOGIA GENERAL;22200
890205;890205;CONSULTA DE PRIMERA VEZ POR ENFERMERIA;10000
890206;890206;CONSULTA DE PRIMERA VEZ POR NUTRICION Y DIETETICA;23500
890207;890207;CONSULTA DE PRIMERA VEZ POR OPTOMETRIA;45700
890208;890208;CONSULTA DE PRIMERA VEZ POR PSICOLOGIA;22200
890209;890209;CONSULTA DE PRIMERA VEZ POR TRABAJO SOCIAL;16800
890226;890226;CONSULTA DE PRIMERA VEZ POR ANESTESIOLOGIA;46800
890228;890228;CONSULTA DE PRIMERA VEZ POR CARDIOLOGIA;46800
890231;890231;CONSULTA DE PRIMERA VEZ POR ESPECIALISTA ;208800
890233;890233;CONSULTA DE PRIMERA VEZ POR ESPECIALISTA EN ;139200
890235;890235;CONSULTA DE PRIMERA VEZ POR CIRUGIA GENERAL;40100
890239;890239;CONSULTA DE PRIMERA VEZ POR CIRUGIA PLASTICA Y RECONSTRUCTIVA;46800
890242;890242-1;CONSULTA DE PRIMERA VEZ POR ESPECIALISTA ;174000
890242;890242-2;CONSULTA DE CONTROL O SEGUIMIENTO POR ESPECIALISTA EN DERMATOLOGIA ONCOLOGICA - CONSULTAS;139200
890243;890243;CONSULTA DE PRIMERA VEZ POR ESPECIALISTA ;174000
890250;890250-1;CONSULTA DE PRIMERA VEZ POR GINECOLOGIA Y OBSTETRICIA;46800
890251;890251;CONSULTA DE PRIMERA VEZ POR HEMATOLOGIA - CONSULTAS;139200
890255;890255;CONSULTA DE PRIMERA VEZ POR ESPECIALISTA;174000
890255;890255-1;CONSULTA DE PRIMERA VEZ POR ESPECIALISTA EN MASTOLOGÍA;174000
890266;890266;CONSULTA DE PRIMERA VEZ POR MEDICINA INTERNA;46800
890276;890276-1;CONSULTA DE PRIMERA VEZ POR ESPECIALISTA EN OFTALMOLOGÍA;46800
890276;890276-2;CONSULTA POR PRIMERA VEZ POR ESPECIALISTA EN OFTALMOLOGIA - CONSULTAS;174000
890278;890278;CONSULTA DE PRIMERA VEZ POR ONCOLOGIA - CONSULTAS;174000
890280;890280;CONSULTA DE PRIMERA VEZ POR ESPECIALISTA EN ORTOPEDIA Y TRAUMATOLOGÍA;46800
890282;890282;CONSULTA DE PRIMERA VEZ POR OTORRINOLARINGOLOGIA;46800
890283;890283;CONSULTA DE PRIMERA VEZ POR PEDIATRIA;55200
890286;890286;CONSULTA DE PRIMERA VEZ POR RADIOLOGIA E IMAGENES DIAGNOSTICAS;46800
890287;890287;CONSULTA DE PRIMERA VEZ POR RADIOTERAPIA - CONSULTAS;174000
890294;890294-1;CONSULTA DE PRIMERA VEZ POR UROLOGIA;46800
890294;890294-2;CONSULTA POR PRIMERA VEZ ;174000
890301;890301;CONSULTA DE CONTROL POR MEDICINA GENERAL;32500
890302;890302-1;CONSULTA DE CONTROL O DE SEGUIMIENTO POR OTRAS ESPECIALIDADES MEDICAS;46800
890302;890302-2;CONSULTA DE CONTROL O DE SEGUIMIENTO POR OTRAS ESPECIALIDADES MEDICAS - CONSULTAS;104400
890302;890302-3;CONSULTA DE CONTROL O DE SEGUIMIENTO ;104400
890302;890302-4;CONSULTA POR PRIMERA VEZ POR ESPECIALISTA EN ORTOPEDIA - CONSULTAS;174000
890302;890302-5;CONSULTA DE CONTROL O DE SEGUIMIENTO POR OTRAS ESPECIALIDADES MEDICAS - CONSULTAS;139200
890303;890303;CONSULTA DE CONTROL POR ODONTOLOGIA GENERAL;19200
890305;890305;CONSULTA DE CONTROL POR ENFERMERIA;10000
890306;890306;CONSULTA DE CONTROL POR NUTRICION Y DIETETICA;46800
890309;890309;CONSULTA DE CONTROL POR TRABAJO SOCIAL;16800
890326;890326;CONSULTA DE CONTROL POR ANESTESIOLOGIA;46800
890331;890331;CONSULTA DE CONTROL O DE SEGUIMIENTO POR ESPECIALISTA EN CIRUGÍA DE CABEZA Y CUELLO - CONSULTAS;174000
890333;890333;CONSULTA DE CONTROL POR CIRUGIA DE TORAX - CONSULTAS;104400
890335;890335;CONSULTA DE CONTROL POR CIRUGIA GENERAL;46800
890339;890339;CONSULTA DE CONTROL POR CIRUGIA PLASTICA Y RECONSTRUCTIVA;46800
890343;890343;CONSULTA DE CONTROL O DE SEGUIMIENTO POR CUIDADOS;139200
890350;890350-1;CONSULTA DE CONTROL POR GINECOLOGIA Y OBSTETRICIA;46800
890350;890350-2;CONSULTA DE CONTROL O SEGUIMIENTO POR  ESPECIALISTA EN GINECOLOGIA ONCOLOGICA;104400
890351;890351;CONSULTA DE CONTROL POR  HEMATOLOGIA - CONSULTAS;104400
890355;890355;CONSULTA DE CONTROL O DE SEGUIMIENTO POR ESPECIALISTA EN MASTOLOGÍA - CONSULTAS;174000
890366;890366;CONSULTA DE CONTROL POR MEDICINA INTERNA;46800
890376;890376-1;CONSULTA DE CONTROL O DE SEGUIMIENTO POR ESPECIALISTA EN OFTALMOLOGÍA;46800
890376;890376-2;CONSULTA DE CONTROL O DE SEGUIMIENTO POR ESPECIALISTA EN OFTALMOLOGÍA;46800
890378;890378;CONSULTA DE CONTROL POR ONCOLOGIA - CONSULTAS;69600
890380;890380;CONSULTA DE CONTROL O DE SEGUIMIENTO POR ESPECIALISTA EN ORTOPEDIA Y TRAUMATOLOGÍA;46800
890382;890382;CONSULTA DE CONTROL POR OTORRINOLARINGOLOGIA;1633200
890383;890383;CONSULTA DE CONTROL POR PEDIATRIA;46800
890386;890386;CONSULTA DE CONTROL POR RADIOLOGIA E IMAGENES DIAGNOSTICAS;46800
890387;890387;CONSULTA DE CONTROL POR RADIOTERAPIA - CONSULTAS;139200
890394;890394-1;CONSULTA DE CONTROL POR UROLOGIA;46800
890394;890394-2;CONSULTA DE CONTROL Y SEGUIMIENTO POR;139200
890402;890402;INTERCONSULTA POR OTRAS ESPECIALIDADES MEDICAS;51700
890406;890406;INTERCONSULTA POR NUTRICION Y DIETETICA;51700
890408;890408;INTERCONSULTA POR PSICOLOGIA;51700
890409;890409;INTERCONSULTA POR TRABAJO SOCIAL;51700
890412;890412;INTERCONSULTA POR TERAPIA RESPIRATORIA;51700
890426;890426;INTERCONSULTA POR ANESTESIOLOGIA;51700
890428;890428;INTERCONSULTA POR CARDIOLOGIA;51700
890431;890431;INTERCONSULTA POR ESPECIALISTA EN CIRUGIA ;174000
890435;890435;INTERCONSULTA POR CIRUGIA GENERAL;51700
890439;890439;INTERCONSULTA POR CIRUGIA PLASTICA Y RECONSTRUCTIVA;51700
890450;890450;INTERCONSULTA POR GINECOLOGIA Y OBSTETRICIA;51700
890451;890451;INTERCONSULTA POR HEMATOLOGIA - CONSULTAS;104400
890455;890455;INTERCONSULTA POR ESPECIALISTA EN MASTOLOGÍA - CONSULTAS;139200
890466;890466;INTERCONSULTA POR MEDICINA INTERNA;51700
890478;890478;INTERCONSULTA POR ONCOLOGIA  - CONSULTAS;139200
890482;890482;INTERCONSULTA POR OTORRINOLARINGOLOGIA;51700
890483;890483;INTERCONSULTA POR PEDIATRIA;51700
890486;890486;INTERCONSULTA POR RADIOLOGIA E IMAGENES DIAGNOSTICAS;51700
890487;890487;INTERCONSULTA POR RADIOTERAPIA - CONSULTAS;139200
890494;890494;INTERCONSULTA POR UROLOGIA;51700
890497;890497;INTERCONSULTA POR ESPECIALISTA EN MEDICINA ESTETICA;52786
890502;890502-1;PARTICIPACION EN JUNTA MEDICA, POR MEDICINA ESPECIALIZADA Y CASO (PACIENTE);94500
890502;890502-2;PARTICIPACION EN JUNTA MEDICA POR MEDICINA ESPECIALIZADA;134908
890601;890601;CUIDADO (MANEJO) INTRAHOSPITALARIO POR MEDICINA GENERAL;40900
890602;890602;CUIDADO (MANEJO) INTRAHOSPITALARIO POR MEDICINA ESPECIALIZADA;54400
890612;890612;ASISTENCIA INTRAHOSPITALARIA POR TERAPIA RESPIRATORIA;23007
890701;890701;CONSULTA DE URGENCIAS POR MEDICINA GENERAL;53300
890702;890702;CONSULTA DE URGENCIAS POR OTRAS ESPECIALIDADES MEDICAS;53300
890703;890703;CONSULTA DE URGENCIAS POR ODONTOLOGIA GENERAL;24100
890735;890735;CONSULTA DE URGENCIAS, POR ESPECIALISTA EN CIRUGIA GENERAL;53300
890750;890750;CONSULTA DE URGENCIAS, POR GINECOLOGIA Y OBSTETRICIA;53300
890780;890780;CONSULTA DE URGENCIAS, POR ESPECIALISTA EN ORTOPEDIA Y TRAUMATOLOGIA;53300
890783;890783;CONSULTA DE URGENCIAS, POR PEDIATRIA;53300
890793;890793;CONSULTA DE URGENCIAS, POR ESPECIALISTA EN URGENCIAS O EMERGENCIAS;53300
891201;891201;RINOMANOMETRIA;90100
892100;892100;MANOMETRIA PIELICA SOD;59000
892200;892200;CISTOMETROGRAMA SOD;59000
892301;892301;ELECTROMIOGRAFIA ESFINTER URETRAL;47674
892400;892400;UROFLUJOMETRIA SOD;29000
892500;892500;PERFIL DE PRESION URETRAL SOD;46600
892800;892800;CISTOMETRIA SOD;96100
892901;892901;TOMA NO QUIRURGICA DE MUESTRA O TEJIDO VAGINAL PARA ESTUDIO CITOLOGICO;45756
892903;892903;PENOSCOPIA;293962
893101;893101;IMPRESION DE ARCO DENTARIO SUPERIOR O INFERIOR, CON MODELO DE ESTUDIO Y CONCEPTO;388400
893104;893104;ESTUDIO DE OCLUSION Y ARTICULACION TEMPOROMANDIBULAR;78500
895100;895100;ELECTROCARDIOGRAMA DE RITMO O DE SUPERFICIE SOD;44400
895201;895201;ELECTROCARDIOGRAMA DE ALTA RESOLUCION (ESTUDIO DE POTENCIALES TARDIOS);230900
897011;897011;MONITORIA FETAL ANTEPARTO;24400
897012;897012;MONITORIA FETAL INTRAPARTO;105000
898001;898001;ESTUDIO DE COLORACION BASICA EN CITOLOGIA VAGINAL TUMORAL O FUNCIONAL;26073
898002;898002;ESTUDIO DE COLORACION BASICA EN CITOLOGIA DE LIQUIDO CORPORAL O SECRECION;31100
898003;898003;ESTUDIO DE COLORACION BASICA EN CITOLOGIA POR ASPIRACION DE CUALQUIER TEJIDO U ORGANO [BACAF];56800
898004;898004;ESTUDIO DE COLORACION BASICA DE ASPIRADO DE MEDULA OSEA (MIELOGRAMA);62500
898005;898005;ESTUDIO DE COLORACION HISTOQUIMICA EN CITOLOGIA VAGINAL TUMORAL O FUNCIONAL;26000
898006;898006;ESTUDIO DE COLORACION HISTOQUIMICA EN CITOLOGIA DE LIQUIDO CORPORAL O SECRECION;160200
898101;898101-1;PROCEDIMIENTOS (ESTUDIOS) ANATOMOPATOLÓGICOS, ;105154
898101;898101-2;PROCEDIMIENTOS (ESTUDIOS) ANATOMOPATOLÓGICOS, EN BIOPSIA - PROCEDIMIENTOS;173684
898101;898101-3;PROCEDIMIENTOS (ESTUDIOS) ANATOMOPATOLÓGICOS, ;81734
901001;901001;ANTIBIOGRAMA (DISCO);57387
901007;901007;MYCOBACTERIUM PRUEBAS DE SENSIBILIDAD;179200
901101;901101;BACILOSCOPIA COLORACION ACIDO ALCOHOL-RESISTENTE [ZIEHL-NEELSEN];14300
901102;901102;COLORACION ACIDO ALCOHOL RESISTENTE MODIFICADA Y LECTURA;31900
901103;901103;COLORACION ALBERT [LOEFFLER] Y LECTURA;16000
901107;901107;COLORACION GRAM Y LECTURA PARA CUALQUIER MUESTRA;31900
901201;901201;ACTINOMYCES CULTIVO;31954
901206;901206;COPROCULTIVO;71700
901208;901208;CRYPTOCOCCUS NEOFORMANS CULTIVO;35500
901209;901209;CULTIVO DE LIQUIDOS CORPORALES (BILIS L.C.R PERITONEAL PLEURAL ASCITICO SINOVIAL OTROS DIFERENTE A ORINA);152700
901210;901210;CULTIVO ESPECIAL PARA OTROS MICROORGANISMOS EN CUALQUIER MUESTRA;53100
901211;901211;CULTIVO PARA HONGOS EN MEDULA OSEA;31900
901215;901215;CULTIVO PARA MICROORGANISMOS AEROBIOS EN MEDULA OSEA;75000
901217;901217;CULTIVO PARA MICROORGANISMOS EN CUALQUIER MUESTRA DIFERENTE A MEDULA OSEA ORINA Y HECES;36500
901218;901218;CULTIVO PARA MICROORGANISMOS ANAEROBIOS DE CUALQUIER MUESTRA DIFERENTE A MEDULAOSEA;60100
901221;901221;HEMOCULTIVO AEROBIO AUTOMATIZADO CADA MUESTRA;64100
901222;901222;HEMOCULTIVO AEROBIO MANUAL CADA MUESTRA;64100
901223;901223;HEMOCULTIVO ANAEROBIO AUTOMATIZADO CADA MUESTRA;64100
901224;901224;HEMOCULTIVO ANAEROBIO MANUAL CADA MUESTRA;64100
901225;901225;HEMOCULTIVO PARA HONGOS CADA MUESTRA;64100
901230;901230;MYCOBACTERIUM TUBERCULOSIS CULTIVO;65056
901231;901231;MYCOPLASMA CULTIVO;27600
901232;901232;NEISSERIA GONORRHOEAE CULTIVO;45700
901235;901235;UROCULTIVO (ANTIBIOGRAMA DE DISCO);24900
901236;901236;UROCULTIVO (ANTIBIOGRAMA CONCENTRACION MINIMA INHIBITORIA AUTOMATIZADO);59300
901237;901237;UROCULTIVO (ANTIBIOGRAMA CONCENTRACION MINIMA INHIBITORIA MANUAL);59300
901303;901303;ESCHERICHIA COLI ENTEROPATOGENA EN MATERIA FECAL POR SEROTIPIFICACION;24900
901304;901304;EXAMEN DIRECTO FRESCO DE CUALQUIER MUESTRA;22700
901305;901305;EXAMEN DIRECTO PARA HONGOS (KOH);13037
901311;901311;LEPTOSPIRA SEROTIPIFICACION;32800
901312;901312;LISTERIA SEROTIPIFICACION;40300
901313;901313;MYCOBACTERIUM IDENTIFICACION;91500
901319;901319;SHIGUELLA SEROTIPIFICACION;30000
901320;901320;STAPHYLOCOCCUS AUREUS SEROTIPIFICACION;29800
901321;901321;STREPTOCOCCUS BETA HEMOLITICO GRUPO A (PRUEBA RAPIDA O DIRECTA);45700
901322;901322;STREPTOCOCCUS PNEUMONIAE [PNEUMOCOCCUS] SEROTIPIFICACION;22500
901326;901326;Leishmania EXAMEN DIRECTO;15200
902002;902002;AGREGACION PLAQUETARIA CON RISTOCETINA 2 DILUCIONES [RIPA];26000
902003;902003;AGREGACION PLAQUETARIA CURVA;26000
902004;902004;ANTICOAGULANTE LUPICO;62800
902006;902006;ANTITROMBINA III CONCENTRACION AUTOMATIZADA;66600
902012;902012;FACTOR II DE LA COAGULACION CUANTIFICACION [PROTROMBINA];13292
902014;902014;FACTOR IX DE LA COAGULACION [CHRISTMAS O PTC];25690
902015;902015;FACTOR III PLAQUETARIO;39800
902016;902016;FACTOR V DE LA COAGULACION [LABIL O PROACELERINA];25690
902017;902017;FACTOR VII DE LA COAGULACION [ESTABLE O PROCONVERTINA];25690
902018;902018;FACTOR VIII DE LA COAGULACION;25690
902019;902019;FACTOR VON WILLEBRAND;25700
902020;902020;FACTOR X [STUART POWER];25690
902021;902021;FACTOR XI [PTA];25690
902022;902022;FACTOR XII [FACTOR DE HAGEMAN DE CONTACTO];25690
902023;902023;FACTOR XIII [FSF FACTOR ESTABILIZANTE DE LA FIBRINA O TIEMPO DE LISIS COAGULO];25700
902024;902024;FIBRINOGENO;11900
902025;902025;HEPARINA NO FRACCIONADA DOSIFICACION;9200
902029;902029;PLASMINOGENO;45756
902031;902031;PRODUCTOS DE DEGRADACION DE FIBRINOGENO;31954
902033;902033;PROTEINA C DE LA COAGULACION ACTIVIDAD;75919
902034;902034;PROTEINA C DE LA COAGULACION;75919
902035;902035;PROTEINA S DE LA COAGULACION ACTIVIDAD;75919
902036;902036;PROTEINA S DE LA COAGULACION ANTIGENO TOTAL;219448
902041;902041;RETRACCION DE COAGULO;14300
902043;902043;TIEMPO DE COAGULACION;13300
902045;902045;TIEMPO DE PROTROMBINA [TP];32800
902046;902046;TIEMPO DE SANGRIA [IVY O DUKE];5700
902048;902048;TIEMPO DE TROMBINA;10000
902049;902049;TIEMPO DE TROMBOPLASTINA PARCIAL [TTP];31900
902101;902101;CELULAS L.E.;23500
902102;902102;CUERPOS DE HEINZ PRUEBA DIRECTA;11900
902104;902104;DIMERO D AUTOMATIZADO;81200
902106;902106;ERITROPOYETINA;101097
902107;902107;FRAGILIDAD OSMOTICA DE ERITROCITOS;14300
902108;902108;GLUCOSA 6 FOSFATO DESHIDROGENASA CUALITATIVA;49000
902109;902109;GLUCOSA 6 FOSFATO DESHIDROGENASA CUANTITATIVA;49000
902110;902110;HEMOGLOBINA A 2;47600
902111;902111;HEMOGLOBINA FETAL SEMIAUTOMATIZADA;29800
902113;902113;HEMOGLOBINA PLASMATICA;42800
902114;902114;HEMOGLOBINA MATERNA Y FETAL;19200
902115;902115;HEMOLISIS ACIDA [PRUEBA DE HAM];11600
902118;902118;METAHEMOGLOBINA CUANTITATIVA;13549
902121;902121;PRUEBA DE CICLAJE [CELULAS FALCIFORMES O DREPANOCITOS];10000
902204;902204;ERITROSEDIMENTACION [VELOCIDAD SEDIMENTACION GLOBULAR - VSG] MANUAL;5100
902205;902205;ERITROSEDIMENTACION [VELOCIDAD SEDIMENTACION GLOBULAR - VSG] AUTOMATIZADA;5100
902206;902206;EXTENDIDO DE SANGRE PERIFERICA ESTUDIO DE MORFOLOGIA;8100
902207;902207;HEMOGRAMA I (HEMOGLOBINA HEMATOCRITO Y LEUCOGRAMA) MANUAL;22500
902208;902208;HEMOGRAMA II (HEMOGLOBINA HEMATOCRITO RECUENTO DE ERITROCITOS INDICES ERITROCITARIOS LEUCOGRAMA RECUENTO DE PLAQUETAS E INDICES PLAQUETARIOS) SEMIAUTOMATIZADO;22500
902209;902209;HEMOGRAMA III (HEMOGLOBINA HEMATOCRITO RECUENTO DE ERITROCITOS INDICES ERITROCITARIOS LEUCOGRAMA RECUENTO DE PLAQUETAS INDICES PLAQUETARIOS Y MORFOLOGIA ELECTRONICA) AUTOMATIZADO;22500
902210;902210;HEMOGRAMA IV (HEMOGLOBINA HEMATOCRITO RECUENTO DE ERITROCITOS INDICES ERITROCITARIOS LEUCOGRAMA RECUENTO DE PLAQUETAS INDICES PLAQUETARIOS Y MORFOLOGIA ELECTRONICA E HISTOGRAMA) AUTOMATIZADO;22500
902211;902211;HEMATOCRITO;4100
902213;902213;HEMOGLOBINA;39000
902214;902214;HEMOPARASITOS EXTENDIDO DE GOTA GRUESA;11600
902215;902215;HEMOPARASITOS EXTENDIDO DE SANGRE PERIFERICA;11600
902216;902216;LEUCOGRAMA (RECUENTO TOTAL Y DIFERENCIAL);21700
902217;902217;PRUEBA DE TORNIQUETE [FRAGILIDAD CAPILAR];14300
902220;902220;RECUENTO DE PLAQUETAS AUTOMATIZADO;9200
902221;902221;RECUENTO DE PLAQUETAS MANUAL;9200
902223;902223;RECUENTO DE RETICULOCITOS METODO MANUAL;14300
902224;902224;RECUENTO DE RETICULOCITOS AUTOMATIZADO;14300
903001;903001;ALFA 2 MACROGLOBULINA;22200
903004;903004;CALCULO BILIAR ANALISIS FISICO-QUIMICO CUANTITATIVO;30600
903005;903005;CALCULO RENAL ANALISIS FISICO-QUIMICO CUANTITATIVO;68500
903007;903007;CATECOLAMINAS FRACCIONADAS O DIFERENCIADAS (ADRENALINA [EPINEFRINA] Y NORADRENALINA [NOREPINEFRINA]) EN ORINA DE 24 H;35700
903013;903013;ESPERMOGRAMA COMPLETO;85300
903015;903015;ESTERASA PANCREATICA ENZIMA ALFA NAFTIL-CLORACETATO;46600
903016;903016;FERRITINA;81200
903025;903025;METANEFRINAS TOTALES EN ORINA DE 24 HORAS;35788
903026;903026;MICROALBUMINURIA AUTOMATIZADA EN ORINA PARCIAL;41100
903027;903027;MICROALBUMINURIA AUTOMATIZADA EN ORINA DE 24 HORAS;41100
903028;903028;MICROALBUMINURIA SEMIAUTOMATIZADA;41100
903031;903031;MIOGLOBINA EN ORINA O EN SUERO;29200
903033;903033;OSMOLARIDAD EN ORINA;18400
903038;903038;PORFIRINAS CUANTITATIVAS EN ORINA 24 HORAS;28120
903039;903039;PORFIRINAS TOTALES EN SANGRE;22751
903040;903040;PORFOBILINOGENO CUALITATIVO EN ORINA PARCIAL;27600
903042;903042;PROTEINA TRANSPORTADORA DE HORMONAS SEXUALES [PTHS];100700
903044;903044;SATURACION DE TRANSFERRINA;81031
903045;903045;TRANSFERRINA SEMIAUTOMATIZADA;80900
903046;903046;TRANSFERRINA AUTOMATIZADA;80900
903047;903047;TRIPSINA EN SUERO O EN MATERIA FECAL;24100
903101;903101;ACIDOS BILIARES TOTALES;45700
903103;903103;ACIDO 5 HIDROXI INDOLACETICO EN ORINA DE 24 HORAS;37600
903104;903104;ACIDO DELTA AMINOLEVULINICO [ALA] EN ORINA DE 24 HORAS;66900
903105;903105;ACIDO FOLICO [FOLATOS] EN SUERO;57700
903109;903109;ACIDO HOMOVALINICO EN ORINA DE 24 HORAS;99100
903110;903110;ACIDO LACTICO [L-LACTATO] SEMIAUTOMATIZADO;39200
903112;903112;ACIDO PIRUVICO [PIRUVATO];77700
903113;903113;ACIDO VANILMANDELICO [VMA] EN ORINA DE 24 HORAS;83900
903202;903202;FENILALANINA CUALITATIVA;21400
903301;903301;GALACTOSA;24900
903401;903401;ADENOSIN DEAMINASA [ADA];15200
903402;903402;ALDOLASA;36500
903406;903406;ALFA 1 ANTITRIPSINA AUTOMATIZADA;41155
903407;903407;ALFA 1 GLICOPROTEINA ACIDA U OROMUCOIDE;23500
903409;903409;APOLIPOPROTEINAS A1 SEMIAUTOMATIZADA;119100
903416;903416;CERULOPLASMINA SEMIAUTOMATIZADA;44900
903419;903419;COLINESTERASA EN ERITROCITOS [ACETILCOLINESTERASA];32800
903420;903420;COLINESTERASA SERICA;32800
903421;903421;COPROPORFIRINAS EN ORINA DE 24 HORAS;27600
903424;903424;DESHIDROGENASA HIDROXIBUTIRICA;55800
903426;903426;HEMOGLOBINA GLICOSILADA AUTOMATIZADA;49500
903427;903427;HEMOGLOBINA GLICOSILADA MANUAL O SEMIAUTOMATIZADA;49500
903428;903428;HEMOSIDERINA EN ORINA;51200
903429;903429;ISOCITRATO DESHIDROGENASA;48400
903430;903430;LEUCINA AMINOPEPTIDASA;55200
903433;903433;PROTOPORFIRINA ZINC ERITROCITARIA;38400
903438;903438;TROPONINA T CUALITATIVA;69300
903439;903439;TROPONINA T CUANTITATIVA;69300
903501;903501;LIQUIDO AMNIOTICO CURVA ESPECTRAL O DE LILEY;27600
903502;903502;LIQUIDO AMNIOTICO INDICE DE MADUREZ FETAL PULMONAR (LECITINA-ESFINGOMIELINA O SULFACTANTE-ALBUMINA FOSFATIDIL GLICEROL RECUENTO DE CELULAS LAMELARES O ESPECTROFOTOMETRIA 650 NM);54900
903503;903503;LIQUIDO PERICARDICO (EXAMEN FISICO Y CITOQUIMICO CON DENSIDAD Y PROTEINAS);52500
903602;903602;AMONIO;35200
903604;903604;CALCIO IONICO;25520
903608;903608;ZINC;57400
903701;903701;VITAMINA A [RETINOL];119100
903703;903703;VITAMINA B12 [CIANOCOBALAMINA];119100
903704;903704;VITAMINA B2 [RIBOFLAVINA];119100
903705;903705;VITAMINA B6 [PIRIDOXINA];119100
903706;903706;VITAMINA D 25 HIDROXI TOTAL [D2-D3] [CALCIFEROL];119100
903707;903707;VITAMINA D 125 DIHIDROXI [D2-D3] [CALCIFIDOL];119100
903708;903708;VITAMINA E [TOCOFEROL];119100
903801;903801;ACIDO URICO EN SUERO U OTROS FLUIDOS;15200
903802;903802;ACIDO URICO EN ORINA DE 24 HORAS;15200
903803;903803;ALBUMINA EN SUERO U OTROS FLUIDOS;22700
903804;903804;ALBUMINA EN ORINA DE 24 HORAS;9200
903805;903805;AMILASA EN SUERO U OTROS FLUIDOS;17600
903806;903806;AMILASA EN ORINA DE 24 HORAS;17600
903809;903809;BILIRRUBINAS TOTAL Y DIRECTA;9500
903810;903810;CALCIO POR COLORIMETRÍA *+;19200
903811;903811;CALCIO AUTOMATIZADO EN ORINA DE 24 HORAS;19200
903813;903813;CLORO;10300
903814;903814;CLORO EN ORINA DE 24 HORAS;10300
903815;903815;COLESTEROL DE ALTA DENSIDAD;22700
903816;903816;COLESTEROL DE BAJA DENSIDAD SEMIAUTOMATIZADO;26841
903817;903817;COLESTEROL DE BAJA DENSIDAD [LDL] AUTOMATIZADO;26800
903818;903818;COLESTEROL TOTAL;27600
903819;903819;CREATIN QUINASA (FRACCION MB) SEMIAUTOMATIZADA;29200
903820;903820;CREATIN QUINASA (FRACCION MB) AUTOMATIZADA;50300
903821;903821;CREATIN QUINASA TOTAL [CK-CPK];20800
903822;903822;CREATINA;15200
903823;903823;CREATININA DEPURACION;20800
903824;903824;CREATININA EN ORINA DE 24 HORAS;13549
903826;903826;CUERPOS CETONICOS O CETONAS EN ORINA;8400
903828;903828;DESHIDROGENASA LACTICA;16000
903829;903829;DESHIDROGENASA LACTICA ISOENZIMAS;49500
903830;903830;FOSFATASA ACIDA;19200
903831;903831;FOSFATASA ACIDA FRACCION PROSTATICA SEMIAUTOMATIZADA;50300
903833;903833;FOSFATASA ALCALINA;16500
903834;903834;FOSFATASA ALCALINA ESPECIFICA DE HUESO;41100
903835;903835;FOSFORO EN SUERO U OTROS FLUIDOS;18100
903836;903836;FOSFORO EN ORINA DE 24 HORAS;18100
903838;903838;GAMMA GLUTAMIL TRANSFERASA;27600
903839;903839;GASES ARTERIALES (EN REPOSO O EN EJERCICIO);50300
903840;903840;GLUCOSA EN ORINA;9203
903841;903841;GLUCOSA EN SUERO U OTRO FLUIDO DIFERENTE A ORINA;13500
903842;903842;GLUCOSA PRE Y POST CARGA DE GLUCOSA (INCLUYE CARGA DE GLUCOSA);34400
903844;903844;GLUCOSA CURVA DE TOLERANCIA;62300
903845;903845;GLUCOSA TEST O' SULLIVAN;49079
903846;903846;HIERRO TOTAL;38200
903847;903847;LIPASA;34600
903848;903848;LIQUIDO AMNIOTICO (EXAMEN FISICO Y CITOQUIMICO: CELULAS ANARANJADAS TEST DE CLEMENS Y CREATININA);48200
903849;903849;LIQUIDO ASCITICO (EXAMEN FISICO Y CITOQUIMICO);57400
